;votes;metascore;Action;Drama;Sci-Fi;Advendture;Fantasy;Comedy;History;Horror;Mystery;Thriller;Crime;Animation;Family;Musical;Romance;Sport;Biography;Music;Western;imdb_encoding
2916;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2917;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2918;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2919;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2920;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
2921;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2922;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2923;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2924;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2925;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2926;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
2927;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2928;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2929;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2930;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2931;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2932;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2933;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2934;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2935;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2936;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2937;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2938;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2939;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2940;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2941;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2942;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
2943;278794;70;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2944;264594;86;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2945;262198;62;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2946;255064;79;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2947;248715;51;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2948;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2949;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2950;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
2951;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2952;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2953;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
2954;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2955;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2956;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2957;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2958;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2959;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2960;129323;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2961;128933;67;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2962;125094;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2963;124015;82;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2964;120196;71;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
2965;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2966;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2967;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2968;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2969;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
2970;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2971;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2972;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2973;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2974;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2975;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
2976;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2977;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2978;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2979;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2980;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2981;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2982;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2983;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2984;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
2985;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2986;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2987;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2988;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2989;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2990;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2991;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
2992;68424;66;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2993;264594;86;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2994;262198;62;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2995;255064;79;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2996;248715;51;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2997;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2998;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2999;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
3000;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3001;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3002;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
3003;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3004;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3005;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3006;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3007;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
3008;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3009;129323;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3010;128933;67;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3011;125094;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3012;124015;82;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3013;120196;71;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
3014;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3015;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3016;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3017;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3018;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
3019;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3020;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3021;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3022;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3023;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3024;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
3025;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3026;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3027;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3028;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3030;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3031;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3032;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3033;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
3034;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3035;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3036;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3037;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3038;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3039;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3040;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
3041;68424;66;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3042;67754;57;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3043;262198;62;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3044;255064;79;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3045;248715;51;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3046;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3047;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3048;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
3049;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3050;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3051;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
3052;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3053;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3054;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3055;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3056;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
3057;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3058;129323;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3059;128933;67;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3060;125094;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3061;124015;82;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3062;120196;71;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
3063;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3064;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3065;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3066;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3067;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
3068;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3069;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3070;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3071;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3072;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3073;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
3074;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3075;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3076;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3077;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3078;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3079;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3080;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3081;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3082;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
3083;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3084;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3085;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3086;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3087;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3088;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3089;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
3090;68424;66;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3091;67754;57;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3092;64619;69;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3093;255064;79;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3094;248715;51;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3095;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3096;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3097;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
3098;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3099;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3100;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
3101;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3102;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3103;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3104;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3105;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
3106;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3107;129323;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3108;128933;67;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3109;125094;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3110;124015;82;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3111;120196;71;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
3112;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3113;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3114;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3115;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3116;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
3117;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3118;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3119;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3120;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3121;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3122;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
3123;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3124;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3125;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3126;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3127;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3128;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3129;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3130;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3131;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
3132;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3133;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3134;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3135;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3136;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3137;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3138;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
3139;68424;66;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3140;67754;57;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3141;64619;69;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3142;61905;60;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3143;248715;51;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3144;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3145;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3146;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
3147;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3148;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3149;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
3150;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3151;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3152;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3153;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3154;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
3155;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3156;129323;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3157;128933;67;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
3158;125094;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3159;124015;82;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3160;120196;71;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
3161;120182;74;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3162;120157;66;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3163;114595;50;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3164;113902;71;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3165;113532;60;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
3166;110716;61;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3167;107983;67;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3168;107430;48;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3169;106573;67;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3170;105564;46;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3171;104715;79;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1
3172;102582;61;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3173;100964;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3174;99027;56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3175;98399;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3176;94419;56;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3177;92987;51;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3178;92791;66;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3179;91356;44;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3180;90953;58;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
3181;89552;72;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3182;89063;37;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
3183;79573;49;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
3184;77491;84;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3185;75485;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3186;73244;60;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3187;69397;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0
3188;68424;66;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3189;67754;57;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3190;64619;69;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3191;61905;60;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3192;60595;52;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3193;242388;51;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3194;227199;80;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
3195;197289;87;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
3196;195996;52;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3197;184136;66;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3198;181242;83;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
3199;178539;48;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3200;163070;61;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3201;152272;53;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3202;150264;90;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3203;147397;84;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
3204;130983;46;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
