;votes;metascore;Action;Drama;Sci-Fi;Advendture;Fantasy;Comedy;History;Horror;Mystery;Thriller;Crime;Animation;Family;Musical;Romance;Sport;Biography;Music;Western;imdb_encoding
870;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
871;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
872;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
873;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
874;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
875;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
876;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
877;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
878;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
879;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
880;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
881;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
882;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
883;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
884;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
885;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
886;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
887;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
888;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
889;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
890;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
891;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
892;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
893;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
894;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
895;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
896;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
897;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
898;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
899;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
900;253913;62;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
901;251172;44;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
902;244030;39;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
903;240209;65;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
904;215486;48;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
905;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
906;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
907;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
908;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
909;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
910;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
911;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
912;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
913;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
914;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
915;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
916;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917;163498;63;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
918;161419;77;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
919;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
920;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
921;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
922;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
923;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
924;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
925;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
926;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
927;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
928;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
929;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
930;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
931;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
932;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
933;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
934;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
935;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
936;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
937;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
938;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
939;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
940;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
941;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
942;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
943;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
944;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
945;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
946;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
947;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
948;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
949;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
950;251172;44;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
951;244030;39;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
952;240209;65;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
953;215486;48;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
954;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
955;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
956;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
957;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
958;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
959;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
960;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
961;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
962;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
963;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
964;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
965;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
966;163498;63;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
967;161419;77;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
968;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
969;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
970;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
971;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
972;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
973;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
975;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
976;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
977;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
978;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
979;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
980;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
981;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
982;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
983;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
984;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
985;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
986;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
987;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
988;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
989;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
990;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
991;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
992;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
993;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
994;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
995;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
996;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
997;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
998;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
999;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1000;244030;39;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1001;240209;65;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1002;215486;48;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
1003;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1004;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1005;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1006;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1007;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1008;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1009;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
1010;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1011;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1012;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1013;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1014;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1015;163498;63;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1016;161419;77;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1017;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1018;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1019;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1020;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1021;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1022;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1024;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1025;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1026;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1027;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1028;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1030;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1031;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1032;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1033;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
1034;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1035;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1036;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1037;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1038;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1039;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1040;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1041;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1042;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1043;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1044;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1045;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1046;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1047;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1048;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1049;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1050;240209;65;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1051;215486;48;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
1052;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1053;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1054;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1055;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1056;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1057;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1058;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
1059;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1060;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1061;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1062;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1063;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1064;163498;63;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1065;161419;77;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1066;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1067;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1068;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1069;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1070;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1071;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1072;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1073;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1074;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1075;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1076;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1077;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1078;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1079;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1080;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1081;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1082;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
1083;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1084;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1085;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1086;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1087;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1088;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1089;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1090;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1091;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1092;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1093;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1094;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1095;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1096;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1097;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1098;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1099;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1100;215486;48;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1
1101;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1102;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1103;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1104;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1105;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1106;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1107;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
1108;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1109;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1110;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1111;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1112;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1113;163498;63;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1114;161419;77;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1115;158339;29;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1116;154358;75;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1117;152059;51;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1118;150016;37;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1119;146205;65;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1120;127696;27;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1121;124839;66;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
1122;124621;76;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1123;124218;75;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1124;120967;83;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
1125;119404;71;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
1126;118830;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1127;116534;78;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1128;112074;86;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1129;104721;67;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1130;103622;58;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1131;103496;73;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
1132;103155;62;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
1133;103053;49;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1134;100777;50;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1135;97860;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1136;97716;44;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1137;93080;47;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1138;90000;63;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1139;89914;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1140;89776;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1141;88869;84;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1142;87762;75;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1143;86600;21;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1144;86285;33;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1145;81514;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1146;81316;92;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1147;77913;43;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1148;77096;77;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1149;76215;78;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1150;214275;82;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1151;206976;94;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1152;193695;54;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1153;193656;52;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1154;192655;56;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1155;186800;52;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;185436;73;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
1157;180393;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1158;179879;41;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1159;174951;75;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1160;174357;47;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1161;164360;34;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
